Time (s),Avg Acc Displacement (in),Avg Acc Velocity (in/s),Avg Acc Acceleration (in/s²),Lin Acc Displacement (in),Lin Acc Velocity (in/s),Lin Acc Acceleration (in/s²),Central Diff Displacement (in),Central Diff Velocity (in/s),Central Diff Acceleration (in/s²),Wilson's Displacement (in),Wilson's Velocity (in/s),Wilson's Acceleration (in/s²)
1.22,0.07045924027799204,0.20945336887308497,40.7194805338241,0.07058959437834121,0.2702822973678495,40.21313856680702,0.07147090118554206,0.385913605702811,38.76142086912434,14.343269821368352,-0.43609545426066754,-22770.88961108507
1.23,0.07444950075998798,0.5885987275261028,35.10959119677946,0.07520236758247033,0.642201673669001,34.17073669342328,0.07726810828602639,0.739358750867538,31.927608163821034,13.807628322532764,-0.4274783187600623,-22770.889749713286
1.24,0.08189521703204314,0.9005445268849295,27.279568674985867,0.08319659909222091,0.9430124221200553,25.991412996787588,0.08625807620289282,1.014741599195746,23.14896150182058,13.272072985348936,-0.41886256938549427,-22770.889888319194
1.25,0.09203126314066684,1.1266646948398111,17.94446491599048,0.09376668865699787,1.155044960209041,16.415094621009516,0.0975629402699413,1.1965214690296524,13.207012464960671,12.736603795957167,-0.4102482059139954,-22770.890026902816
1.26,0.10394363265763268,1.2558092085533563,7.884437826718539,0.10596826894104322,1.2683086916904742,6.237651675277164,0.11018850558348586,1.2771554504086673,2.919783810842319,12.201220740499988,-0.4016352281226338,-22770.89016546414
1.27,0.11664592058496503,1.284648376913115,-2.1166041547667946,0.11879675406098666,1.280739894225699,-3.7514111682322184,0.12310604927811465,1.2571458946442002,-6.921694963735736,11.665923805122157,-0.393023635788513,-22770.89030400318
1.28,0.129156270616524,1.2174216293986757,-11.328745348121071,0.13126532560891357,1.1978487317678363,-12.826821323340296,0.13533142347636987,1.1444836317955362,-15.610757605997032,11.130712975970663,-0.38441342868877265,-22770.89044251993
1.29,0.14056911360375998,1.065146968048523,-19.126186921909444,0.1424766359614657,1.0318297488466672,-20.376975260893534,0.14599572191402538,0.9535675231900783,-22.572464115094558,10.595588239194724,-0.37580460660058823,-22770.890581014406
1.3,0.1501167646729814,0.8443832457957617,-25.02655752864281,0.15168333703662187,0.8002357011579845,-25.941834276843025,0.15440277394017143,0.7037148862188577,-27.398063279149564,10.060549580945779,-0.367197169301171,-22770.890719486597
1.31,0.15721700289642343,0.5756643988926429,-28.71721185198097,0.15833367927691697,0.5243404411567741,-29.23721772339904,0.16007001963840253,0.41740050972128157,-29.86481202036567,9.525596987377503,-0.35859111656776804,-22770.890857936516
1.32,0.1615040312823461,0.2817412782918932,-30.067412268168958,0.1620997669683901,0.2273315137453859,-30.164567758878604,0.16275078413459707,0.11837337181606483,-29.940615560677674,8.990730444645793,-0.34998644817766233,-22770.890996364164
1.33,0.16284159889852814,-0.014227755055486513,-29.12639440130699,0.1628874899967506,-0.06752328018822917,-28.806391027844413,0.16243748707472383,-0.17020031260944757,-27.774121324424804,8.455949938908777,-0.34138316390817264,-22770.891134769547
1.34,0.1613184526672706,-0.29040149119602227,-26.108352826800164,0.16082856704797552,-0.3385983691168426,-25.408626757878267,0.1593467778824081,-0.427430647534624,-23.671945660610483,7.921255456326805,-0.33278126353665355,-22770.891273152665
1.35,0.15722757200886983,-0.5277746404841317,-21.366277030821713,0.1562564278639557,-0.5674018831828723,-20.35207605532767,0.15388887412403135,-0.6361182040325971,-18.065565638984147,7.386646983062458,-0.32418074684049547,-22770.89141151352
1.36,0.1510317370940728,-0.7113923424752736,-15.357263367406674,0.1496687448556474,-0.7397407558501014,-14.11569847811814,0.14662441380175617,-0.7838011174845241,-11.471017051401244,6.85212450528054,-0.3155816135971246,-22770.891549852124
1.37,0.14331882239269794,-0.8311905977996988,-8.602387697478381,0.14168023062531576,-0.8464942650087,-7.235003353601577,0.13821285177434087,-0.8633805757380625,-4.444874599306425,6.31768800914808,-0.3069838635840031,-22770.89168816847
1.38,0.13475074604789866,-0.8824246711601572,-1.6444269746132854,0.13296980586975,-0.8839638798843235,-0.25891962152313397,0.12935680228699492,-0.8733051673989564,2.4599562671276387,5.783337480834334,-0.2983874965786286,-22770.891826462575
1.39,0.1260102219742996,-0.865680143559657,4.99333249471333,0.12422639600723612,-0.8538006008778993,6.291575422807961,0.12074674842636174,-0.8173287855124236,8.735320110178913,5.249072906510781,-0.2897925123585348,-22770.891964734426
1.4,0.1177493600319652,-0.7864922449072201,10.84424723577404,0.1160974446299526,-0.7625420885432967,11.960127044112554,0.11301022657674645,-0.7038877008529808,13.952896821709665,4.714894272351126,-0.2811989107012911,-22770.892102984042
1.41,0.11054376775806632,-0.6546262098725573,15.528959771158549,0.1091437707565402,-0.6208186201576869,16.384566633009438,0.10666899440930212,-0.54516793382327,17.791056584232493,4.180801564531297,-0.27260669138450266,-22770.89224121141
1.42,0.10485517208477582,-0.4830929247855422,18.777697246244458,0.10380369742500899,-0.4423075923090394,19.317638936720066,0.10210686790028105,-0.35595260668000794,20.052008844419905,3.6467947692294462,-0.26401585418581036,-22770.892379416553
1.43,0.10100476322861766,-0.28698884644608935,20.44311842164612,0.10036850823956102,-0.242529765699912,20.63792638510541,0.09954994227570196,-0.1523496113820487,20.66859021517195,3.112873872625949,-0.25542639888289104,-22770.89251759946
1.44,0.09915853686046497,-0.0822564271844497,20.50336543068181,0.09897032128037825,-0.037586188280534255,20.350789098770136,0.09905987567264007,0.04949760351790067,19.70085276481792,2.579038860903403,-0.24683832525345706,-22770.89265576014
1.45,0.09932494965000441,0.1155389850923374,19.05571702467561,0.09958248382855207,0.15706719551936538,18.57988766120979,0.10053989434605998,0.23461869698779766,17.323365929161476,2.04528972024663,-0.23825163307525674,-22770.892793898594
1.46,0.1013642800352066,0.2923270919481017,16.30190434647725,0.10203166061683495,0.3277192071400845,15.550514662934035,0.10375224961239603,0.39025942810874126,13.804780295027241,1.5116264368426728,-0.229666322126074,-22770.892932014835
1.47,0.10500826592999772,0.436470087010122,12.526694665926815,0.10601997796795098,0.46330421773996977,11.566487457043024,0.1083450829082348,0.5066917287606345,9.48167983535142,0.9780489968807967,-0.22108239218372863,-22770.89307010885
1.48,0.10988792768281187,0.5394622635527083,8.071740642590445,0.1111549483621484,0.5560502454940693,6.982718093776885,0.11388608418760872,0.5777453539031536,4.729045193152397,0.4445573865524886,-0.212499843026076,-22770.893208180656
1.49,0.11556701667020197,0.5963555339253115,3.306913431930189,0.11698447076319783,0.6018426388578068,2.1757605789706034,0.11989998998629788,0.6010393496725032,-0.07024603928248996,-0.08884840794854387,-0.2039186744310074,-22770.893346230252
1.5,0.12157827939488962,0.6058970110122178,-1.3986180145489233,0.12303399980885854,0.6002946330877462,-2.4853617329827093,0.12590687118105878,0.6006881194760907,-0.07024603928248996,-0.622168400426372,-0.19533888617644973,-22770.893484257642
,,,,,,,,,,,,
MAX (Average Acceleration Method),0.29444621554900846,5.7651126551945024,185.59374784971405,,,,,,,,,
MAX (Linear Acceleration Method),0.29587611520146373,5.796363400153729,187.1997666358659,,,,,,,,,
MAX (Central Difference Method),0.2976441080114354,5.823428157095786,189.41825534736333,,,,,,,,,
MAX (Wilson's Method),39.394993349186485,0.9957197878336812,42291.81620588688,,,,,,,,,
